Product Name,Brand,Skin Concern,Severity,Ingredients,Product Type,Skin Type,Price,Customer Rating,Reviews,Availability,Feature_Blob
Without Cleanser,CeraVe,"Blackheads, Dark Spot, Papules",Low,Salicylic Acid  Benzoyl Peroxide  Salicylic Acid,Spot Treatment,"sensitive, oily, dry",2991.05,4.5,4434,"Ulta, Nykaa","Blackheads, Dark Spot, Papules Low Salicylic Acid  Benzoyl Peroxide  Salicylic Acid Spot Treatment"
Mouth Toner,Innisfree,"Blackheads, Papules, Whiteheads",High,Azelaic Acid  Retinol  Glycolic Acid,Toner,"sensitive, oily, combination",2400.35,4.4,3239,"Amazon, Dermstore, Ulta","Blackheads, Papules, Whiteheads High Azelaic Acid  Retinol  Glycolic Acid Toner"
Bed Treatment,Clinique,Blackheads,Low,Zinc PCA  Salicylic Acid  Tea Tree Oil,Cleanser,"normal, sensitive, oily",1927.03,3.8,2383,"Official Website, Sephora, Ulta",Blackheads Low Zinc PCA  Salicylic Acid  Tea Tree Oil Cleanser
Fly Exfoliator,Neutrogena,"Blackheads, Dark Spot, Nodules",Medium,Zinc PCA  Salicylic Acid  Retinol,Toner,dry,1328.25,3.9,4583,"Dermstore, Sephora","Blackheads, Dark Spot, Nodules Medium Zinc PCA  Salicylic Acid  Retinol Toner"
Stage Serum,Eucerin,"Papules, Pustules, Whiteheads",Low,Vitamin C  Benzoyl Peroxide  Azelaic Acid,Cleanser,"oily, normal, combination",478.03,4.7,4722,"Sephora, Amazon, Official Website","Papules, Pustules, Whiteheads Low Vitamin C  Benzoyl Peroxide  Azelaic Acid Cleanser"
Still Moisturizer,Cetaphil,"Dark Spot, Papules, Pustules",Low,Glycolic Acid  Vitamin C  Lactic Acid,Moisturizer,"normal, dry",1700.3,4.3,419,"Sephora, Nykaa, Dermstore","Dark Spot, Papules, Pustules Low Glycolic Acid  Vitamin C  Lactic Acid Moisturizer"
Matter Moisturizer,CeraVe,"Blackheads, Dark Spot, Papules",Low,Azelaic Acid  Zinc PCA  Glycolic Acid,Cleanser,"oily, dry",699.37,4.1,4771,"Amazon, Nykaa, Official Website","Blackheads, Dark Spot, Papules Low Azelaic Acid  Zinc PCA  Glycolic Acid Cleanser"
Do Treatment,The Ordinary,"Dark Spot, Nodules, Papules",High,Centella Asiatica  Glycolic Acid  Tea Tree Oil,Toner,"sensitive, dry, normal",819.56,3.6,1709,Official Website,"Dark Spot, Nodules, Papules High Centella Asiatica  Glycolic Acid  Tea Tree Oil Toner"
Else Serum,Clinique,"Pustules, Whiteheads",Low,Centella Asiatica  Azelaic Acid  Lactic Acid,Toner,"normal, sensitive",628.14,3.8,3548,"Sephora, Official Website, Nykaa","Pustules, Whiteheads Low Centella Asiatica  Azelaic Acid  Lactic Acid Toner"
Boy Cleanser,The Ordinary,"Nodules, Pustules, Whiteheads",High,Azelaic Acid  Niacinamide  Tea Tree Oil,Moisturizer,"oily, dry, combination",425.4,3.5,2318,"Ulta, Nykaa, Amazon","Nodules, Pustules, Whiteheads High Azelaic Acid  Niacinamide  Tea Tree Oil Moisturizer"
Care Cleanser,Neutrogena,"Papules, Pustules, Whiteheads",Low,Vitamin C  Azelaic Acid  Zinc PCA,Serum,"normal, dry",1755.88,3.9,3925,"Sephora, Ulta, Amazon","Papules, Pustules, Whiteheads Low Vitamin C  Azelaic Acid  Zinc PCA Serum"
Best Exfoliator,Cetaphil,"Dark Spot, Pustules, Whiteheads",Low,Zinc PCA  Benzoyl Peroxide  Retinol,Spot Treatment,"normal, sensitive",1587.26,4.9,3257,"Amazon, Sephora, Ulta","Dark Spot, Pustules, Whiteheads Low Zinc PCA  Benzoyl Peroxide  Retinol Spot Treatment"
President Treatment,Innisfree,"Dark Spot, Papules",Low,Retinol  Hyaluronic Acid  Benzoyl Peroxide,Exfoliator,"sensitive, oily",732.79,3.7,411,"Dermstore, Amazon, Official Website","Dark Spot, Papules Low Retinol  Hyaluronic Acid  Benzoyl Peroxide Exfoliator"
Wide Toner,Neutrogena,"Dark Spot, Papules, Whiteheads",Medium,Retinol  Retinol  Benzoyl Peroxide,Spot Treatment,"sensitive, normal, oily",1715.37,4.8,2577,"Ulta, Nykaa","Dark Spot, Papules, Whiteheads Medium Retinol  Retinol  Benzoyl Peroxide Spot Treatment"
Performance Toner,La Roche-Posay,"Blackheads, Nodules, Whiteheads",High,Centella Asiatica  Niacinamide  Salicylic Acid,Moisturizer,"oily, sensitive, combination",2889.04,4.6,2564,"Dermstore, Nykaa, Ulta","Blackheads, Nodules, Whiteheads High Centella Asiatica  Niacinamide  Salicylic Acid Moisturizer"
Well Exfoliator,Neutrogena,"Blackheads, Dark Spot, Whiteheads",Low,Niacinamide  Vitamin C  Tea Tree Oil,Spot Treatment,sensitive,1419.1,4.4,982,"Nykaa, Amazon, Dermstore","Blackheads, Dark Spot, Whiteheads Low Niacinamide  Vitamin C  Tea Tree Oil Spot Treatment"
Less Cleanser,The Ordinary,"Nodules, Papules, Pustules",High,Niacinamide  Tea Tree Oil  Zinc PCA,Cleanser,"dry, sensitive, combination",548.92,4.9,1458,"Nykaa, Amazon, Official Website","Nodules, Papules, Pustules High Niacinamide  Tea Tree Oil  Zinc PCA Cleanser"
Partner Toner,CeraVe,"Nodules, Papules, Whiteheads",Low,Salicylic Acid  Niacinamide  Centella Asiatica,Spot Treatment,"dry, oily",1319.03,4.6,3038,"Sephora, Amazon","Nodules, Papules, Whiteheads Low Salicylic Acid  Niacinamide  Centella Asiatica Spot Treatment"
Trade Serum,The Ordinary,Papules,Medium,Azelaic Acid  Centella Asiatica  Tea Tree Oil,Serum,combination,2237.71,4.7,1166,"Nykaa, Ulta, Dermstore",Papules Medium Azelaic Acid  Centella Asiatica  Tea Tree Oil Serum
Phone Exfoliator,CeraVe,"Dark Spot, Pustules, Whiteheads",Medium,Hyaluronic Acid  Tea Tree Oil  Lactic Acid,Spot Treatment,"oily, sensitive, combination",2184.19,4.4,750,"Nykaa, Sephora","Dark Spot, Pustules, Whiteheads Medium Hyaluronic Acid  Tea Tree Oil  Lactic Acid Spot Treatment"
Go Cleanser,Clinique,"Dark Spot, Nodules, Pustules",High,Azelaic Acid  Benzoyl Peroxide  Vitamin C,Exfoliator,"sensitive, normal, oily",1024.14,4.8,1436,"Official Website, Dermstore, Nykaa","Dark Spot, Nodules, Pustules High Azelaic Acid  Benzoyl Peroxide  Vitamin C Exfoliator"
Small Cleanser,Paula's Choice,Pustules,High,Hyaluronic Acid  Zinc PCA  Niacinamide,Serum,"normal, oily",930.38,3.6,730,"Amazon, Official Website, Sephora",Pustules High Hyaluronic Acid  Zinc PCA  Niacinamide Serum
According Exfoliator,La Roche-Posay,"Blackheads, Nodules, Papules",Medium,Azelaic Acid  Azelaic Acid  Vitamin C,Spot Treatment,"oily, dry, combination",2251.0,3.5,2851,"Amazon, Dermstore, Official Website","Blackheads, Nodules, Papules Medium Azelaic Acid  Azelaic Acid  Vitamin C Spot Treatment"
Product Treatment,Eucerin,"Dark Spot, Nodules, Pustules",Low,Zinc PCA  Centella Asiatica  Retinol,Serum,"combination, sensitive",1110.89,4.8,4212,"Dermstore, Official Website, Ulta","Dark Spot, Nodules, Pustules Low Zinc PCA  Centella Asiatica  Retinol Serum"
Note Treatment,Bioderma,"Dark Spot, Whiteheads",High,Zinc PCA  Azelaic Acid  Centella Asiatica,Exfoliator,"sensitive, dry",1724.13,4.0,1363,"Nykaa, Ulta, Official Website","Dark Spot, Whiteheads High Zinc PCA  Azelaic Acid  Centella Asiatica Exfoliator"
Cell Toner,Neutrogena,"Blackheads, Dark Spot, Nodules",Medium,Niacinamide  Retinol  Lactic Acid,Serum,"oily, sensitive, combination",691.75,3.6,2868,"Amazon, Sephora, Dermstore","Blackheads, Dark Spot, Nodules Medium Niacinamide  Retinol  Lactic Acid Serum"
Direction Treatment,Bioderma,"Papules, Pustules, Whiteheads",High,Centella Asiatica  Tea Tree Oil  Glycolic Acid,Toner,"normal, oily",2585.34,4.2,661,"Ulta, Sephora, Amazon","Papules, Pustules, Whiteheads High Centella Asiatica  Tea Tree Oil  Glycolic Acid Toner"
Article Serum,Bioderma,"Dark Spot, Pustules, Whiteheads",High,Vitamin C  Benzoyl Peroxide  Niacinamide,Exfoliator,combination,2865.9,3.9,2417,"Official Website, Nykaa","Dark Spot, Pustules, Whiteheads High Vitamin C  Benzoyl Peroxide  Niacinamide Exfoliator"
Either Exfoliator,La Roche-Posay,"Blackheads, Nodules, Whiteheads",High,Lactic Acid  Azelaic Acid  Hyaluronic Acid,Serum,"dry, combination, normal",2492.98,3.5,1482,"Dermstore, Official Website","Blackheads, Nodules, Whiteheads High Lactic Acid  Azelaic Acid  Hyaluronic Acid Serum"
Strong Treatment,Paula's Choice,"Blackheads, Nodules, Whiteheads",Low,Azelaic Acid  Azelaic Acid  Salicylic Acid,Serum,"oily, sensitive, normal",2917.79,4.9,3069,Amazon,"Blackheads, Nodules, Whiteheads Low Azelaic Acid  Azelaic Acid  Salicylic Acid Serum"
Bill Moisturizer,CeraVe,"Blackheads, Nodules, Papules",High,Retinol  Lactic Acid  Zinc PCA,Exfoliator,"dry, normal",2430.74,3.6,1959,"Amazon, Official Website, Nykaa","Blackheads, Nodules, Papules High Retinol  Lactic Acid  Zinc PCA Exfoliator"
Something Cleanser,Paula's Choice,"Blackheads, Dark Spot, Whiteheads",Low,Centella Asiatica  Lactic Acid  Benzoyl Peroxide,Serum,"oily, dry",1598.15,4.1,1517,"Ulta, Sephora, Amazon","Blackheads, Dark Spot, Whiteheads Low Centella Asiatica  Lactic Acid  Benzoyl Peroxide Serum"
Paper Cleanser,Paula's Choice,"Blackheads, Papules, Pustules",Medium,Glycolic Acid  Niacinamide  Niacinamide,Serum,"combination, dry, sensitive",1563.34,5.0,2687,"Ulta, Official Website, Dermstore","Blackheads, Papules, Pustules Medium Glycolic Acid  Niacinamide  Niacinamide Serum"
Rest Treatment,The Ordinary,"Blackheads, Papules, Pustules",Low,Azelaic Acid  Niacinamide  Tea Tree Oil,Spot Treatment,"dry, normal, oily",2794.38,3.9,2360,"Sephora, Amazon, Official Website","Blackheads, Papules, Pustules Low Azelaic Acid  Niacinamide  Tea Tree Oil Spot Treatment"
Take Moisturizer,Cetaphil,"Blackheads, Nodules, Papules",Medium,Centella Asiatica  Tea Tree Oil  Glycolic Acid,Cleanser,"normal, combination",1500.12,4.3,4536,Amazon,"Blackheads, Nodules, Papules Medium Centella Asiatica  Tea Tree Oil  Glycolic Acid Cleanser"
How Treatment,Eucerin,"Dark Spot, Papules",Medium,Hyaluronic Acid  Benzoyl Peroxide  Retinol,Cleanser,"normal, oily",1859.36,3.5,537,"Dermstore, Ulta, Nykaa","Dark Spot, Papules Medium Hyaluronic Acid  Benzoyl Peroxide  Retinol Cleanser"
Court Treatment,Cetaphil,"Dark Spot, Pustules, Whiteheads",Medium,Centella Asiatica  Lactic Acid  Tea Tree Oil,Toner,"combination, oily, normal",2899.91,4.1,2396,"Amazon, Official Website","Dark Spot, Pustules, Whiteheads Medium Centella Asiatica  Lactic Acid  Tea Tree Oil Toner"
Among Moisturizer,Bioderma,"Dark Spot, Nodules, Whiteheads",Medium,Niacinamide  Hyaluronic Acid  Niacinamide,Spot Treatment,"oily, sensitive, combination",1299.47,3.9,4331,"Dermstore, Ulta","Dark Spot, Nodules, Whiteheads Medium Niacinamide  Hyaluronic Acid  Niacinamide Spot Treatment"
Various Exfoliator,Neutrogena,"Nodules, Whiteheads",Low,Zinc PCA  Benzoyl Peroxide  Azelaic Acid,Moisturizer,"dry, combination",1851.53,4.3,4160,"Amazon, Dermstore, Ulta","Nodules, Whiteheads Low Zinc PCA  Benzoyl Peroxide  Azelaic Acid Moisturizer"
Stay Toner,Innisfree,"Blackheads, Pustules, Whiteheads",High,Hyaluronic Acid  Glycolic Acid  Tea Tree Oil,Serum,"combination, normal, sensitive",2784.77,3.6,1509,"Amazon, Dermstore","Blackheads, Pustules, Whiteheads High Hyaluronic Acid  Glycolic Acid  Tea Tree Oil Serum"
Cold Cleanser,Bioderma,Nodules,Low,Zinc PCA  Centella Asiatica  Benzoyl Peroxide,Serum,"sensitive, combination, normal",2134.36,4.9,4531,"Sephora, Nykaa",Nodules Low Zinc PCA  Centella Asiatica  Benzoyl Peroxide Serum
Effect Moisturizer,Neutrogena,"Blackheads, Dark Spot, Whiteheads",Low,Niacinamide  Lactic Acid  Tea Tree Oil,Toner,"oily, sensitive, dry",892.22,4.2,3598,"Amazon, Official Website","Blackheads, Dark Spot, Whiteheads Low Niacinamide  Lactic Acid  Tea Tree Oil Toner"
Cost Serum,Bioderma,"Blackheads, Pustules",Medium,Zinc PCA  Glycolic Acid  Salicylic Acid,Toner,"sensitive, oily, normal",908.79,4.6,3236,"Ulta, Dermstore, Official Website","Blackheads, Pustules Medium Zinc PCA  Glycolic Acid  Salicylic Acid Toner"
Ever Cleanser,Innisfree,"Blackheads, Papules",Low,Centella Asiatica  Hyaluronic Acid  Lactic Acid,Cleanser,"combination, dry, oily",2875.97,3.5,453,"Dermstore, Nykaa","Blackheads, Papules Low Centella Asiatica  Hyaluronic Acid  Lactic Acid Cleanser"
Bring Serum,Eucerin,"Dark Spot, Nodules, Pustules",High,Retinol  Azelaic Acid  Lactic Acid,Exfoliator,"sensitive, normal, dry",1627.74,4.8,4308,"Dermstore, Official Website, Ulta","Dark Spot, Nodules, Pustules High Retinol  Azelaic Acid  Lactic Acid Exfoliator"
Newspaper Toner,Paula's Choice,"Nodules, Whiteheads",High,Zinc PCA  Azelaic Acid  Vitamin C,Spot Treatment,"dry, normal, sensitive",1502.52,4.7,2380,"Sephora, Amazon, Dermstore","Nodules, Whiteheads High Zinc PCA  Azelaic Acid  Vitamin C Spot Treatment"
Than Exfoliator,Neutrogena,"Dark Spot, Nodules, Papules",High,Vitamin C  Lactic Acid  Lactic Acid,Exfoliator,"dry, combination",599.01,4.1,561,"Sephora, Official Website","Dark Spot, Nodules, Papules High Vitamin C  Lactic Acid  Lactic Acid Exfoliator"
Win Treatment,Neutrogena,"Blackheads, Pustules, Whiteheads",Low,Niacinamide  Vitamin C  Glycolic Acid,Toner,"normal, sensitive",2078.93,4.0,2786,"Amazon, Dermstore, Nykaa","Blackheads, Pustules, Whiteheads Low Niacinamide  Vitamin C  Glycolic Acid Toner"
Himself Moisturizer,The Ordinary,"Blackheads, Dark Spot, Whiteheads",High,Centella Asiatica  Retinol  Centella Asiatica,Exfoliator,"combination, normal, sensitive",2311.29,4.1,680,"Dermstore, Nykaa, Amazon","Blackheads, Dark Spot, Whiteheads High Centella Asiatica  Retinol  Centella Asiatica Exfoliator"
Thank Cleanser,The Ordinary,"Dark Spot, Nodules, Whiteheads",Low,Lactic Acid  Vitamin C  Lactic Acid,Spot Treatment,"oily, dry, normal",340.36,4.4,1012,"Amazon, Dermstore","Dark Spot, Nodules, Whiteheads Low Lactic Acid  Vitamin C  Lactic Acid Spot Treatment"
Senior Treatment,Paula's Choice,"Blackheads, Dark Spot, Papules",High,Zinc PCA  Salicylic Acid  Retinol,Spot Treatment,"normal, combination",2504.34,4.7,4769,"Amazon, Nykaa, Official Website","Blackheads, Dark Spot, Papules High Zinc PCA  Salicylic Acid  Retinol Spot Treatment"
Goal Moisturizer,La Roche-Posay,"Blackheads, Dark Spot, Nodules",Medium,Benzoyl Peroxide  Lactic Acid  Centella Asiatica,Serum,"oily, normal",2377.94,5.0,4009,"Amazon, Dermstore, Official Website","Blackheads, Dark Spot, Nodules Medium Benzoyl Peroxide  Lactic Acid  Centella Asiatica Serum"
Ask Cleanser,Innisfree,"Dark Spot, Nodules, Pustules",High,Zinc PCA  Azelaic Acid  Lactic Acid,Toner,"sensitive, dry",1850.77,3.7,3531,"Official Website, Dermstore, Ulta","Dark Spot, Nodules, Pustules High Zinc PCA  Azelaic Acid  Lactic Acid Toner"
Pay Exfoliator,Cetaphil,"Blackheads, Pustules, Whiteheads",Medium,Centella Asiatica  Salicylic Acid  Azelaic Acid,Exfoliator,"normal, oily, dry",2763.42,4.4,2837,Nykaa,"Blackheads, Pustules, Whiteheads Medium Centella Asiatica  Salicylic Acid  Azelaic Acid Exfoliator"
Recently Treatment,Neutrogena,"Dark Spot, Nodules, Pustules",Medium,Zinc PCA  Azelaic Acid  Azelaic Acid,Serum,"dry, combination",1183.91,4.5,892,"Ulta, Official Website, Dermstore","Dark Spot, Nodules, Pustules Medium Zinc PCA  Azelaic Acid  Azelaic Acid Serum"
Compare Serum,Eucerin,"Blackheads, Papules",High,Salicylic Acid  Niacinamide  Tea Tree Oil,Spot Treatment,"sensitive, oily, dry",2006.21,3.7,800,"Amazon, Official Website","Blackheads, Papules High Salicylic Acid  Niacinamide  Tea Tree Oil Spot Treatment"
For Serum,Paula's Choice,"Blackheads, Pustules, Whiteheads",Medium,Salicylic Acid  Benzoyl Peroxide  Azelaic Acid,Serum,"sensitive, normal, combination",748.26,4.4,609,"Dermstore, Ulta, Official Website","Blackheads, Pustules, Whiteheads Medium Salicylic Acid  Benzoyl Peroxide  Azelaic Acid Serum"
Simply Moisturizer,The Ordinary,"Blackheads, Dark Spot, Nodules",High,Tea Tree Oil  Centella Asiatica  Lactic Acid,Toner,"combination, sensitive, oily",1383.34,4.4,3865,"Sephora, Dermstore, Nykaa","Blackheads, Dark Spot, Nodules High Tea Tree Oil  Centella Asiatica  Lactic Acid Toner"
Summer Toner,Innisfree,"Dark Spot, Pustules, Whiteheads",Low,Azelaic Acid  Salicylic Acid  Tea Tree Oil,Spot Treatment,"combination, dry, normal",1252.01,4.8,1220,"Sephora, Official Website, Dermstore","Dark Spot, Pustules, Whiteheads Low Azelaic Acid  Salicylic Acid  Tea Tree Oil Spot Treatment"
Hundred Cleanser,Innisfree,"Blackheads, Dark Spot, Papules",Low,Niacinamide  Centella Asiatica  Azelaic Acid,Toner,"dry, combination, oily",545.11,3.5,3682,"Nykaa, Sephora, Ulta","Blackheads, Dark Spot, Papules Low Niacinamide  Centella Asiatica  Azelaic Acid Toner"
Woman Exfoliator,Neutrogena,"Papules, Whiteheads",Medium,Vitamin C  Vitamin C  Tea Tree Oil,Serum,"oily, combination",1234.77,4.1,2494,"Dermstore, Official Website","Papules, Whiteheads Medium Vitamin C  Vitamin C  Tea Tree Oil Serum"
Environment Moisturizer,Innisfree,"Nodules, Pustules",High,Benzoyl Peroxide  Azelaic Acid  Niacinamide,Moisturizer,"normal, sensitive, oily",1644.36,3.8,4680,"Ulta, Official Website, Dermstore","Nodules, Pustules High Benzoyl Peroxide  Azelaic Acid  Niacinamide Moisturizer"
Until Moisturizer,Paula's Choice,"Blackheads, Papules, Whiteheads",Medium,Hyaluronic Acid  Centella Asiatica  Tea Tree Oil,Moisturizer,"combination, sensitive, oily",1733.65,4.2,2288,"Ulta, Sephora, Amazon","Blackheads, Papules, Whiteheads Medium Hyaluronic Acid  Centella Asiatica  Tea Tree Oil Moisturizer"
Protect Treatment,Eucerin,"Dark Spot, Papules, Whiteheads",Low,Zinc PCA  Hyaluronic Acid  Hyaluronic Acid,Moisturizer,"combination, normal",1235.98,4.5,1490,"Amazon, Sephora","Dark Spot, Papules, Whiteheads Low Zinc PCA  Hyaluronic Acid  Hyaluronic Acid Moisturizer"
Arrive Exfoliator,The Ordinary,"Dark Spot, Papules, Pustules",High,Tea Tree Oil  Niacinamide  Salicylic Acid,Exfoliator,"combination, sensitive, oily",2865.68,4.2,2336,"Sephora, Amazon, Ulta","Dark Spot, Papules, Pustules High Tea Tree Oil  Niacinamide  Salicylic Acid Exfoliator"
Next Moisturizer,Cetaphil,"Blackheads, Whiteheads",Medium,Niacinamide  Hyaluronic Acid  Centella Asiatica,Exfoliator,"normal, oily, sensitive",724.65,4.6,3822,"Nykaa, Amazon, Official Website","Blackheads, Whiteheads Medium Niacinamide  Hyaluronic Acid  Centella Asiatica Exfoliator"
Federal Exfoliator,Clinique,"Blackheads, Papules",Medium,Vitamin C  Salicylic Acid  Azelaic Acid,Moisturizer,"combination, oily, sensitive",1244.76,4.6,3473,"Amazon, Sephora, Ulta","Blackheads, Papules Medium Vitamin C  Salicylic Acid  Azelaic Acid Moisturizer"
May Toner,Paula's Choice,"Dark Spot, Nodules, Papules",Medium,Tea Tree Oil  Hyaluronic Acid  Niacinamide,Moisturizer,"normal, oily, combination",1719.33,4.1,450,"Ulta, Sephora, Official Website","Dark Spot, Nodules, Papules Medium Tea Tree Oil  Hyaluronic Acid  Niacinamide Moisturizer"
Performance Exfoliator,Clinique,"Blackheads, Papules, Pustules",Medium,Zinc PCA  Retinol  Salicylic Acid,Serum,"normal, dry, sensitive",583.08,3.9,4874,"Dermstore, Official Website","Blackheads, Papules, Pustules Medium Zinc PCA  Retinol  Salicylic Acid Serum"
Rate Moisturizer,Eucerin,"Dark Spot, Nodules, Pustules",Medium,Lactic Acid  Lactic Acid  Vitamin C,Spot Treatment,"normal, sensitive, oily",1387.2,3.6,675,"Ulta, Sephora","Dark Spot, Nodules, Pustules Medium Lactic Acid  Lactic Acid  Vitamin C Spot Treatment"
Writer Toner,Innisfree,"Nodules, Papules, Whiteheads",Low,Glycolic Acid  Tea Tree Oil  Hyaluronic Acid,Moisturizer,"combination, dry",1979.35,4.0,2511,Ulta,"Nodules, Papules, Whiteheads Low Glycolic Acid  Tea Tree Oil  Hyaluronic Acid Moisturizer"
Sign Moisturizer,CeraVe,"Papules, Pustules",Medium,Tea Tree Oil  Zinc PCA  Tea Tree Oil,Toner,"sensitive, oily, dry",1663.16,4.2,893,"Ulta, Nykaa, Dermstore","Papules, Pustules Medium Tea Tree Oil  Zinc PCA  Tea Tree Oil Toner"
Like Cleanser,Eucerin,"Blackheads, Pustules, Whiteheads",High,Vitamin C  Hyaluronic Acid  Salicylic Acid,Spot Treatment,"oily, sensitive, combination",2663.16,4.1,199,"Sephora, Official Website","Blackheads, Pustules, Whiteheads High Vitamin C  Hyaluronic Acid  Salicylic Acid Spot Treatment"
Sport Moisturizer,Neutrogena,"Dark Spot, Nodules, Pustules",Medium,Centella Asiatica  Centella Asiatica  Lactic Acid,Serum,"dry, oily",1925.18,4.3,4481,"Official Website, Nykaa, Ulta","Dark Spot, Nodules, Pustules Medium Centella Asiatica  Centella Asiatica  Lactic Acid Serum"
Make Exfoliator,Bioderma,"Blackheads, Dark Spot",Low,Niacinamide  Tea Tree Oil  Lactic Acid,Exfoliator,"sensitive, combination, dry",1341.72,4.4,4489,"Sephora, Ulta, Nykaa","Blackheads, Dark Spot Low Niacinamide  Tea Tree Oil  Lactic Acid Exfoliator"
Film Cleanser,Bioderma,"Blackheads, Papules, Pustules",Medium,Retinol  Azelaic Acid  Centella Asiatica,Exfoliator,"normal, oily, combination",2476.49,3.8,4642,"Dermstore, Ulta, Official Website","Blackheads, Papules, Pustules Medium Retinol  Azelaic Acid  Centella Asiatica Exfoliator"
Buy Moisturizer,The Ordinary,"Dark Spot, Papules, Whiteheads",High,Tea Tree Oil  Zinc PCA  Niacinamide,Toner,"combination, oily",1232.67,4.1,2079,"Ulta, Amazon, Dermstore","Dark Spot, Papules, Whiteheads High Tea Tree Oil  Zinc PCA  Niacinamide Toner"
To Serum,Paula's Choice,"Blackheads, Papules",High,Centella Asiatica  Retinol  Azelaic Acid,Exfoliator,"normal, dry, oily",910.19,3.7,2729,"Amazon, Dermstore, Ulta","Blackheads, Papules High Centella Asiatica  Retinol  Azelaic Acid Exfoliator"
Fine Treatment,Clinique,"Blackheads, Dark Spot",Low,Niacinamide  Centella Asiatica  Hyaluronic Acid,Serum,"dry, combination, normal",1349.95,5.0,1277,"Amazon, Dermstore, Nykaa","Blackheads, Dark Spot Low Niacinamide  Centella Asiatica  Hyaluronic Acid Serum"
Why Moisturizer,Innisfree,"Papules, Pustules, Whiteheads",High,Lactic Acid  Hyaluronic Acid  Salicylic Acid,Spot Treatment,"dry, sensitive",2994.22,4.5,3947,"Official Website, Ulta, Amazon","Papules, Pustules, Whiteheads High Lactic Acid  Hyaluronic Acid  Salicylic Acid Spot Treatment"
Weight Serum,Neutrogena,"Nodules, Pustules",High,Hyaluronic Acid  Salicylic Acid  Tea Tree Oil,Serum,"sensitive, combination, dry",2416.64,3.9,2916,"Official Website, Ulta, Sephora","Nodules, Pustules High Hyaluronic Acid  Salicylic Acid  Tea Tree Oil Serum"
Father Moisturizer,Eucerin,"Nodules, Papules, Pustules",Medium,Zinc PCA  Retinol  Azelaic Acid,Spot Treatment,"sensitive, dry",1711.32,4.8,3241,"Sephora, Official Website, Dermstore","Nodules, Papules, Pustules Medium Zinc PCA  Retinol  Azelaic Acid Spot Treatment"
Oil Treatment,CeraVe,"Nodules, Papules, Whiteheads",Low,Benzoyl Peroxide  Azelaic Acid  Glycolic Acid,Cleanser,"dry, combination, oily",1946.01,4.3,1735,"Dermstore, Ulta, Amazon","Nodules, Papules, Whiteheads Low Benzoyl Peroxide  Azelaic Acid  Glycolic Acid Cleanser"
Event Serum,Cetaphil,"Blackheads, Dark Spot, Whiteheads",Medium,Salicylic Acid  Centella Asiatica  Zinc PCA,Exfoliator,"sensitive, combination, normal",1213.6,3.8,2751,"Dermstore, Ulta, Amazon","Blackheads, Dark Spot, Whiteheads Medium Salicylic Acid  Centella Asiatica  Zinc PCA Exfoliator"
Choice Toner,La Roche-Posay,"Nodules, Papules",Medium,Retinol  Niacinamide  Centella Asiatica,Moisturizer,"normal, dry, combination",538.65,4.1,4785,"Amazon, Sephora, Dermstore","Nodules, Papules Medium Retinol  Niacinamide  Centella Asiatica Moisturizer"
Serve Exfoliator,The Ordinary,"Nodules, Pustules, Whiteheads",Low,Retinol  Niacinamide  Niacinamide,Moisturizer,combination,2377.27,4.1,4070,"Dermstore, Ulta","Nodules, Pustules, Whiteheads Low Retinol  Niacinamide  Niacinamide Moisturizer"
Job Moisturizer,Eucerin,"Blackheads, Pustules",High,Niacinamide  Benzoyl Peroxide  Lactic Acid,Toner,"dry, combination, normal",1556.52,5.0,4109,Amazon,"Blackheads, Pustules High Niacinamide  Benzoyl Peroxide  Lactic Acid Toner"
Opportunity Toner,Eucerin,"Blackheads, Dark Spot, Nodules",Low,Hyaluronic Acid  Benzoyl Peroxide  Vitamin C,Toner,"normal, dry, oily",572.35,4.1,2273,"Nykaa, Sephora, Official Website","Blackheads, Dark Spot, Nodules Low Hyaluronic Acid  Benzoyl Peroxide  Vitamin C Toner"
Market Serum,Cetaphil,Pustules,Medium,Zinc PCA  Tea Tree Oil  Lactic Acid,Spot Treatment,"normal, oily, dry",1695.49,3.8,3033,"Nykaa, Sephora",Pustules Medium Zinc PCA  Tea Tree Oil  Lactic Acid Spot Treatment
All Cleanser,Innisfree,"Dark Spot, Papules, Whiteheads",High,Lactic Acid  Zinc PCA  Tea Tree Oil,Toner,"normal, sensitive",2156.12,4.2,3598,"Official Website, Amazon, Ulta","Dark Spot, Papules, Whiteheads High Lactic Acid  Zinc PCA  Tea Tree Oil Toner"
Machine Toner,Neutrogena,"Papules, Pustules, Whiteheads",Medium,Azelaic Acid  Glycolic Acid  Hyaluronic Acid,Cleanser,"normal, sensitive, dry",1220.59,4.5,1256,"Amazon, Nykaa, Dermstore","Papules, Pustules, Whiteheads Medium Azelaic Acid  Glycolic Acid  Hyaluronic Acid Cleanser"
Control Cleanser,Paula's Choice,"Dark Spot, Nodules, Papules",Low,Vitamin C  Lactic Acid  Centella Asiatica,Moisturizer,"combination, sensitive, dry",1058.16,4.1,4695,"Ulta, Amazon, Dermstore","Dark Spot, Nodules, Papules Low Vitamin C  Lactic Acid  Centella Asiatica Moisturizer"
